SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_churn,Churn_Probability,Customer_Grade,Retention_Action
1,46,110.2,4972.1,0,105.78936170212766,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.4468221223173677,Grade D (Low Risk),Send Personalized Email
0,39,48.95,1880.85,1,47.02125,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.18265119940856528,Grade E (Safe),No Action Required
0,32,62.45,2045.55,0,61.98636363636364,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2234586392559072,Grade E (Safe),No Action Required
0,24,89.55,2187.15,0,87.486,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6828563567209165,Grade C (Medium Risk),Offer 10% Discount
0,6,83.55,477.55,1,68.22142857142858,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.8192372479330652,Grade B (High Risk),Offer 15% Discount
0,37,78.9,2976.95,0,78.34078947368421,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.23544942799572535,Grade E (Safe),No Action Required
0,8,20.35,178.7,0,19.855555555555554,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.12767068080242608,Grade E (Safe),No Action Required
0,72,71.45,5025.85,0,68.84726027397261,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.07364071703127689,Grade E (Safe),No Action Required
1,71,46.35,3353.4,0,46.575,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.09530803526546114,Grade E (Safe),No Action Required
0,16,94.65,1461.15,0,85.95,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.7317400344518319,Grade C (Medium Risk),Offer 10% Discount
0,57,49.9,2782.4,0,47.97241379310345,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.154833252467118,Grade E (Safe),No Action Required
0,66,25.45,1699.15,0,25.36044776119403,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.16619419924608453,Grade E (Safe),No Action Required
1,17,89.15,1496.9,1,83.16111111111111,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.7935144436210826,Grade B (High Risk),Offer 15% Discount
0,21,20.75,452.2,0,20.55454545454545,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.07123093865242401,Grade E (Safe),No Action Required
0,66,66.1,4428.45,0,66.09626865671642,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.06723839081712762,Grade E (Safe),No Action Required
0,17,75.4,1322.55,0,73.475,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.31771689190417535,Grade D (Low Risk),Send Personalized Email
0,1,70.45,70.45,1,35.225,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.8915890153598867,Grade B (High Risk),Offer 15% Discount
0,58,60.3,3563.8,1,60.40338983050848,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.2485934783936647,Grade E (Safe),No Action Required
0,8,21.05,139.75,0,15.52777777777778,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.2297515573106945,Grade E (Safe),No Action Required
0,27,69.35,1927.3,0,68.83214285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.13351230661118474,Grade E (Safe),No Action Required
0,34,88.85,3000.25,0,85.72142857142858,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.47885417175543826,Grade D (Low Risk),Send Personalized Email
0,30,97.0,3021.3,0,97.46129032258064,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.46831915964487364,Grade D (Low Risk),Send Personalized Email
0,33,66.4,2245.4,0,66.04117647058824,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.29204273623571697,Grade E (Safe),No Action Required
0,1,24.75,24.75,1,12.375,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7923383624884719,Grade B (High Risk),Offer 15% Discount
0,14,69.2,944.65,0,62.97666666666667,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2564743679185246,Grade E (Safe),No Action Required
0,16,79.5,1264.2,0,74.36470588235295,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.32555005007025817,Grade D (Low Risk),Send Personalized Email
0,49,100.65,4917.75,0,98.355,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.15472332867917085,Grade E (Safe),No Action Required
0,19,103.3,2012.7,1,100.635,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0.750299098986848,Grade B (High Risk),Offer 15% Discount
0,70,79.7,5743.3,0,80.89154929577465,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.059404853856875744,Grade E (Safe),No Action Required
0,32,61.4,1864.65,0,56.50454545454546,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16439575516697574,Grade E (Safe),No Action Required
0,18,69.8,1221.65,0,64.29736842105264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6416639975115981,Grade C (Medium Risk),Offer 10% Discount
0,37,40.55,1390.85,0,36.60131578947368,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.05691810024210118,Grade E (Safe),No Action Required
0,4,75.65,302.35,0,60.470000000000006,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8585393348349736,Grade B (High Risk),Offer 15% Discount
0,16,90.7,1374.9,0,80.87647058823529,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6105908693082285,Grade C (Medium Risk),Offer 10% Discount
0,17,80.5,1336.9,0,74.27222222222223,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6347772837240987,Grade C (Medium Risk),Offer 10% Discount
0,19,60.6,1297.8,0,64.89,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.38919453172452484,Grade D (Low Risk),Send Personalized Email
0,60,101.15,6067.4,0,99.4655737704918,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.17732115191289882,Grade E (Safe),No Action Required
0,51,24.95,1222.25,0,23.504807692307693,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.05072762875648834,Grade E (Safe),No Action Required
0,28,20.3,487.95,0,16.825862068965517,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.03798786343704067,Grade E (Safe),No Action Required
0,43,60.0,2548.55,0,57.92159090909092,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.18462668677300337,Grade E (Safe),No Action Required
0,42,20.25,835.5,0,19.430232558139537,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.03170006164653772,Grade E (Safe),No Action Required
0,3,78.5,242.05,1,60.5125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8520784903603474,Grade B (High Risk),Offer 15% Discount
0,1,44.75,44.75,0,22.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6999226363477998,Grade C (Medium Risk),Offer 10% Discount
0,3,19.85,63.75,1,15.9375,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.30166218086966656,Grade D (Low Risk),Send Personalized Email
0,63,98.0,6218.45,0,97.16328125,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.10626120468774657,Grade E (Safe),No Action Required
1,3,79.9,260.9,1,65.225,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8641257643126236,Grade B (High Risk),Offer 15% Discount
0,68,107.7,7320.9,0,106.1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.40003379906751246,Grade D (Low Risk),Send Personalized Email
1,30,99.7,2967.35,1,95.72096774193548,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.7735084377052531,Grade B (High Risk),Offer 15% Discount
0,60,104.7,6333.8,0,103.83278688524592,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.34868624042709506,Grade D (Low Risk),Send Personalized Email
0,15,58.6,939.7,1,58.73125,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.48131883891807736,Grade D (Low Risk),Send Personalized Email
1,45,93.9,4200.25,0,91.30978260869566,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.6591618994415869,Grade C (Medium Risk),Offer 10% Discount
0,70,86.45,5950.2,0,83.8056338028169,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.012358846952310425,Grade E (Safe),No Action Required
0,10,98.5,1037.75,1,94.3409090909091,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.9120320487268907,Grade A (Critical Risk),Offer 20% Discount + Premium Support
0,4,19.4,93.4,0,18.68,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.18420698562584345,Grade E (Safe),No Action Required
0,1,50.45,50.45,1,25.225,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.7782889688753262,Grade B (High Risk),Offer 15% Discount
0,68,24.95,1614.9,0,23.40434782608696,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.03001924871390566,Grade E (Safe),No Action Required
0,22,75.0,1573.95,0,68.43260869565218,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4830757942624793,Grade D (Low Risk),Send Personalized Email
0,38,94.65,3624.3,1,92.93076923076924,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.6572860108739587,Grade C (Medium Risk),Offer 10% Discount
0,1,100.25,100.25,1,50.125,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.9113907076296347,Grade A (Critical Risk),Offer 20% Discount + Premium Support
0,18,78.2,1468.75,0,77.30263157894737,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.5677964667327636,Grade C (Medium Risk),Offer 10% Discount
0,29,94.2,2607.6,0,86.92,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0.6514608941109845,Grade C (Medium Risk),Offer 10% Discount
0,16,88.45,1422.1,1,83.65294117647058,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.8162209903841682,Grade B (High Risk),Offer 15% Discount
0,1,69.85,69.85,1,34.925,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9466815255677085,Grade A (Critical Risk),Free 1 Month Subscription
0,12,81.7,858.6,1,66.04615384615384,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6072166155336919,Grade C (Medium Risk),Offer 10% Discount
0,31,50.05,1523.4,0,47.60625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.29409318995536177,Grade E (Safe),No Action Required
0,4,79.9,324.3,1,64.86,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.8546035305269176,Grade B (High Risk),Offer 15% Discount
0,48,69.55,3435.6,0,70.11428571428571,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.1655334136037597,Grade E (Safe),No Action Required
0,15,25.4,399.6,1,24.975,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.36959451063064325,Grade D (Low Risk),Send Personalized Email
0,50,90.1,4549.45,0,89.20490196078431,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0.16413279784433185,Grade E (Safe),No Action Required
0,7,44.65,322.5,0,40.3125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5699278836624198,Grade C (Medium Risk),Offer 10% Discount
1,41,83.75,3273.55,1,77.94166666666668,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5749723186240894,Grade C (Medium Risk),Offer 10% Discount
0,68,80.35,5375.15,0,77.90072463768115,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.08937836987769521,Grade E (Safe),No Action Required
1,26,98.1,2510.7,0,92.98888888888888,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.7346993928618453,Grade C (Medium Risk),Offer 10% Discount
0,57,53.35,3090.05,0,53.27672413793104,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.08950441478642324,Grade E (Safe),No Action Required
0,3,19.55,61.05,0,15.2625,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.3288169061596982,Grade D (Low Risk),Send Personalized Email
0,1,20.9,20.9,1,10.45,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.7026673536213155,Grade C (Medium Risk),Offer 10% Discount
0,19,48.95,955.6,0,47.78,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.28103744221180543,Grade E (Safe),No Action Required
0,3,54.2,140.4,0,35.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.7475216351192604,Grade C (Medium Risk),Offer 10% Discount
0,59,24.45,1493.1,0,24.885,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.041264552693561815,Grade E (Safe),No Action Required
0,1,69.4,69.4,1,34.7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.915052068135592,Grade A (Critical Risk),Free 1 Month Subscription
0,42,40.15,1626.05,0,37.81511627906977,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2780689306733332,Grade E (Safe),No Action Required
0,7,74.9,541.15,1,67.64375,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8584013600260806,Grade B (High Risk),Offer 15% Discount
0,67,25.6,1784.9,0,26.248529411764707,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.024395360216874235,Grade E (Safe),No Action Required
0,1,70.35,70.35,0,35.175,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9047096169535492,Grade A (Critical Risk),Free 1 Month Subscription
0,66,91.7,6075.9,0,90.68507462686568,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.02692744266156293,Grade E (Safe),No Action Required
0,61,89.2,5500.6,0,88.71935483870968,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.337305916328246,Grade D (Low Risk),Send Personalized Email
0,4,24.1,73.1,0,14.62,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.1502831477701453,Grade E (Safe),No Action Required
1,42,74.15,3229.4,1,75.10232558139535,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5997191920567803,Grade C (Medium Risk),Offer 10% Discount
0,64,53.85,3399.85,0,52.30538461538461,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.14528278454992366,Grade E (Safe),No Action Required
1,54,115.6,6431.05,0,116.92818181818184,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0.3856488007385356,Grade D (Low Risk),Send Personalized Email
0,1,19.75,19.75,0,9.875,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.4281846551447739,Grade D (Low Risk),Send Personalized Email
0,54,24.05,1230.9,0,22.380000000000003,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0.0701735092602701,Grade E (Safe),No Action Required
0,18,25.3,454.65,0,23.928947368421053,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.09159208891583265,Grade E (Safe),No Action Required
0,3,84.3,235.05,0,58.7625,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.7615722372235838,Grade B (High Risk),Offer 15% Discount
0,1,70.1,70.1,1,35.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9096447087311085,Grade A (Critical Risk),Free 1 Month Subscription
0,72,89.75,6595.9,0,90.35479452054794,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.012019195729640235,Grade E (Safe),No Action Required
1,60,97.95,5867.0,0,96.18032786885246,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.40622463963042654,Grade D (Low Risk),Send Personalized Email
0,11,20.0,196.35,0,16.3625,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.15229574310278185,Grade E (Safe),No Action Required
0,12,78.3,909.25,1,69.9423076923077,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7453900110363297,Grade C (Medium Risk),Offer 10% Discount
0,61,103.9,6449.15,0,104.01854838709676,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.2859228904394883,Grade E (Safe),No Action Required
0,39,20.7,762.45,0,19.06125,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.012255128353649608,Grade E (Safe),No Action Required
0,55,96.8,5283.95,1,94.35625,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.7265688806653362,Grade C (Medium Risk),Offer 10% Discount
0,17,94.4,1617.5,1,89.86111111111111,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8114494469885462,Grade B (High Risk),Offer 15% Discount
0,37,20.15,785.75,0,20.67763157894737,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.023579150129673546,Grade E (Safe),No Action Required
0,72,26.0,1776.0,0,24.328767123287676,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.032274567012483435,Grade E (Safe),No Action Required
1,72,77.35,5396.25,0,73.92123287671232,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.1102335492907306,Grade E (Safe),No Action Required
0,8,66.05,574.5,0,63.833333333333336,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3262571970757555,Grade D (Low Risk),Send Personalized Email
0,22,19.9,400.3,0,17.40434782608696,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.1154092192730639,Grade E (Safe),No Action Required
0,1,84.3,84.3,1,42.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.8865880254744715,Grade B (High Risk),Offer 15% Discount
0,38,68.15,2656.3,0,68.11025641025641,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.21219180319976125,Grade E (Safe),No Action Required
0,17,80.85,1445.95,0,80.33055555555556,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0.27614805577219514,Grade E (Safe),No Action Required
1,70,75.5,5212.65,0,73.41760563380281,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0.1472110983196579,Grade E (Safe),No Action Required
1,72,92.45,6440.25,1,88.22260273972603,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.04985440780861681,Grade E (Safe),No Action Required
0,28,80.6,2244.95,0,77.41206896551724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.63710748654502,Grade C (Medium Risk),Offer 10% Discount
0,15,83.2,1130.0,0,70.625,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.696805729757638,Grade C (Medium Risk),Offer 10% Discount
0,72,87.55,6463.15,0,88.53630136986301,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.007071333183555016,Grade E (Safe),No Action Required
1,11,99.55,1131.2,1,94.26666666666668,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.9194962200113344,Grade A (Critical Risk),Offer 20% Discount + Premium Support
1,8,81.25,585.95,1,65.10555555555555,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8562308557563225,Grade B (High Risk),Offer 15% Discount
0,57,109.4,6252.7,0,107.8051724137931,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0.3827795012252845,Grade D (Low Risk),Send Personalized Email
0,1,19.95,19.95,1,9.975,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.6325058186735295,Grade C (Medium Risk),Offer 10% Discount
0,46,45.55,2062.15,0,43.87553191489362,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.37520830805939215,Grade D (Low Risk),Send Personalized Email
0,30,20.7,587.1,0,18.93870967741936,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.028589214781501872,Grade E (Safe),No Action Required
1,10,75.3,720.45,0,65.49545454545455,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6495767970791313,Grade C (Medium Risk),Offer 10% Discount
0,23,99.25,2186.4,1,91.1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.7856892699862812,Grade B (High Risk),Offer 15% Discount
0,32,93.4,2979.3,0,90.28181818181818,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.4781635304190585,Grade D (Low Risk),Send Personalized Email
0,13,73.75,956.65,0,68.33214285714286,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5972331402699952,Grade C (Medium Risk),Offer 10% Discount
0,39,80.45,3201.55,1,80.03875000000001,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0.32875216474667773,Grade D (Low Risk),Send Personalized Email
0,44,88.15,3973.2,0,88.29333333333332,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.4910815770659146,Grade D (Low Risk),Send Personalized Email
1,9,49.2,447.9,0,44.79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4384199944926471,Grade D (Low Risk),Send Personalized Email
0,67,19.65,1335.2,0,19.63529411764706,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.015353390398870846,Grade E (Safe),No Action Required
0,9,79.35,661.25,1,66.125,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7921356595553517,Grade B (High Risk),Offer 15% Discount
0,15,79.75,1111.85,1,69.490625,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8378367869988175,Grade B (High Risk),Offer 15% Discount
