gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,73.566,1,0,0.4044463891126211,3684.8,41.24,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,30.414368461269106
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,68.36568627450981,0,0,0.0550193186402265,3525.0,16.22,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,3.8788619641359685
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,15.813461538461535,0,0,0.13154880822869,490.00000000000006,10.93,Low,Customer currently has low churn risk.,Regular Promotional Email,2.578356641282324
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,52.083333333333336,1,0,0.2952534067451487,949.45,24.0,Low,Customer currently has low churn risk.,Regular Promotional Email,16.489902766716558
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,23.98692307692308,0,0,0.0274059391916581,1539.2,7.32,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.6591128375593773
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,37.323076923076925,0,0,0.399772183627463,952.5,31.33,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,15.23132019620634
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,103.47916666666669,1,1,0.8356731377770934,2447.2000000000003,67.08,High,Customer has high monthly charges.,25% Discount,88.91562185948274
Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,33.128,0,0,0.3572777896029553,822.0,27.89,Low,Customer currently has low churn risk.,Regular Promotional Email,12.236764293901219
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,100.27763157894738,0,1,0.8092894211280577,3701.85,69.64,High,Customer has high monthly charges.,25% Discount,80.96940658386217
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,67.87272727272727,0,1,0.7343308656824605,1441.65,56.46,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,50.41181392910092
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,22.9,0,1,0.711236439497052,45.8,49.95,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,32.57462892896498
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,70.66363636363636,0,1,0.7786538924736146,757.5,57.16,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,58.98303235487631
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,79.47857142857143,1,1,0.8336154588375152,506.4,60.13,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,70.35714472588629
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,94.44326923076925,0,0,0.3449948114888377,4916.400000000001,41.4,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,33.25749982752396
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,17.03181818181818,0,0,0.4041721923502966,205.5,29.01,Low,Customer currently has low churn risk.,Regular Promotional Email,8.305738552798596
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,43.94285714285714,0,0,0.4562797108999752,305.70000000000005,33.01,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,23.24745127035374
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,89.965625,0,0,0.0659624089935007,4253.5,19.54,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,5.969598013911813
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,77.7508064516129,0,0,0.1106155555190045,4843.400000000001,24.74,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,8.782875108208957
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,57.3311320754717,0,0,0.1112979875779515,3055.0,18.51,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,6.5387567702046505
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,59.35833333333333,0,0,0.2483449480712681,2080.75,24.69,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,14.76410716283689
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,103.7798611111111,0,0,0.3944037666588579,7504.7,53.94,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,41.68847813584128
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,55.58571428571429,1,0,0.3920672244849416,337.5,28.63,Low,Customer currently has low churn risk.,Regular Promotional Email,22.053781377277964
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,49.91847826086956,0,0,0.0428651257183256,2398.5,11.42,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,2.284711200786754
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,62.48333333333333,1,1,0.924316857486939,171.1,65.3,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,79.07530715800763
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,52.25,1,1,0.7392444553508218,274.6,52.71,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,50.74913185983392
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,12.816666666666668,0,1,0.6731729357237612,48.6,47.29,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,16.3581023380874
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,59.84,1,1,0.8443306730220016,311.4,60.2,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,65.73114289476283
Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,58.53076923076923,0,0,0.076603891644797,3054.9,16.08,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,4.58857310952334
Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,24.69508196721312,0,0,0.0439096582586869,1437.0,8.12,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.0516363152955512
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,16.369999999999997,0,0,0.254606014324593,181.35,18.46,Low,Customer currently has low churn risk.,Regular Promotional Email,5.130311188640549
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,80.8125,1,1,0.8967051266693834,316.04999999999995,63.88,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,94.46788509461953
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,91.11111111111111,0,1,0.7320916615932961,1626.0500000000002,56.95,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,70.02456743139878
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,84.67777777777778,1,1,0.8569080269147556,696.4,62.43,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,74.59384374292948
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,81.83723404255319,0,0,0.0386625285947624,3726.0,15.78,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,3.1316648161757543
Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,81.83478260869566,0,0,0.043585836599361,5606.6,22.72,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.593652227617315
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,26.75,1,1,0.7794603153998776,53.5,54.75,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,41.70112687389345
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,15.81,0,0,0.2115607682299938,82.0,15.1,Low,Customer currently has low churn risk.,Regular Promotional Email,4.336995748714873
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,12.55,1,1,0.7585714279102495,25.1,53.19,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,19.04014284054726
Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,52.29655172413793,0,0,0.1338968798310294,1523.2,14.72,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,7.2839902628079995
Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,55.6125,0,0,0.2219652929115278,2285.4,23.56,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,13.00716616461553
Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,74.0625,0,1,0.7882017560976182,932.8,58.45,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,66.83950891707802
Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,59.86597222222223,0,0,0.0730156426034716,4359.4,20.41,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,4.483160455853156
Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,14.3,0,0,0.3209388134644282,40.8,22.61,Low,Customer currently has low churn risk.,Regular Promotional Email,6.547151794674335
Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,76.29516129032258,1,1,0.5645767349605072,2389.5,47.9,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,44.9685369396044
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,19.647222222222226,0,0,0.1409695495183119,342.54999999999995,11.07,Low,Customer currently has low churn risk.,Regular Promotional Email,2.8405364227939844
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,90.59107142857144,0,1,0.5645715364336322,5194.75,57.75,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,53.323781616156566
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,76.72627118644068,0,0,0.4366448888185458,4628.4,46.81,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,34.84426212771995
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,51.375,1,0,0.3848045222641757,271.0,27.89,Low,Customer currently has low churn risk.,Regular Promotional Email,20.856405106718324
Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,9.725,1,1,0.6155193584728565,19.45,43.15,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,11.97185152229706
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,67.845,0,1,0.8531799055506477,666.4499999999999,62.06,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,63.17797200602546
Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,45.82592592592592,0,0,0.2756398332924419,1277.9,23.78,Low,Customer currently has low churn risk.,Regular Promotional Email,13.54769780632352
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,20.07745098039216,0,0,0.0268585427250474,970.0,5.28,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.5210557288659196
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,112.09246575342466,0,0,0.1347013873295305,8182.8,38.14,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,15.30881267000114
Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,103.0068181818182,0,0,0.245026766940472,4558.0,33.14,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,25.972837295690034
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,25.33421052631579,0,0,0.045377251219536,1453.2,8.28,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.1775396691469593
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,9.55,0,0,0.4204579614818626,19.1,29.5,Low,Customer currently has low churn risk.,Regular Promotional Email,8.030747064303576
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,100.99520547945204,1,0,0.2495680316656557,7444.8,43.59,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,25.8053344742288
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,100.34383561643835,0,0,0.1049094710418454,7239.599999999999,32.75,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,10.548647313257556
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,93.89729729729729,0,1,0.8306168955959926,3434.4,70.19,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,79.2408518398577
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,65.44166666666666,0,1,0.5420942108607542,375.75,39.27,Low,Customer currently has low churn risk.,Regular Promotional Email,40.73837994618568
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,75.61428571428571,1,1,0.7990483393559779,1097.85,59.79,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,67.47963225861233
Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,88.68333333333334,0,0,0.294424664418733,3922.6,34.37,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,26.24795883293005
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,105.293661971831,0,0,0.3617099427869204,7553.0,51.82,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,39.02850282670872
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,18.566666666666663,0,0,0.0690870458310132,858.0,7.85,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,1.3471973937047574
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,79.65454545454546,1,1,0.7408413029160852,2750.4,61.51,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,63.675309985637526
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,24.54785714285714,0,0,0.03121040959685,1721.55,8.23,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.7786997194414075
Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,60.22941176470588,1,0,0.454748196533213,950.4,35.17,Low,Customer currently has low churn risk.,Regular Promotional Email,27.012042874072854
Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,17.297826086956523,0,0,0.0272192618932353,1326.0,6.56,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.5307756069180883
Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,70.91176470588235,0,1,0.6721809602615859,1119.2,50.98,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,47.01905817029794
Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,83.71666666666667,0,0,0.0216909119437661,5633.799999999999,21.29,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,1.7970920545410214
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,15.78,0,0,0.364539703181551,76.0,25.78,Low,Customer currently has low churn risk.,Regular Promotional Email,6.926254360449469
Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,37.96851851851852,0,0,0.1887752573098274,1010.1,16.76,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,7.333918746486794
Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,28.545,1,1,0.554315205178808,887.4000000000001,41.92,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,16.962045278471525
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,20.33333333333333,0,0,0.2709478963359767,101.75,19.32,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,5.513789690437126
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,92.99859154929575,0,0,0.305821865781849,6650.0,44.74,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,29.053077249275656
Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,68.516,0,0,0.1974971342660946,1785.6,20.09,Low,Customer currently has low churn risk.,Regular Promotional Email,14.69378678939744
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,77.83904109589041,0,0,0.0285293535541088,5648.400000000001,21.82,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,2.2381277863198354
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,37.15,0,1,0.8427802204424035,74.3,59.26,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,62.61857037887058
Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,51.19929577464789,0,0,0.1126056215971443,3573.5,20.42,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,5.748516982534216
Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,18.997297297297298,0,0,0.1275331456382283,691.1999999999999,11.35,Low,Customer currently has low churn risk.,Regular Promotional Email,2.448636396253983
Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,95.75,1,1,0.7872709846201177,3782.9,68.38,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,78.37282651893271
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,63.583333333333336,1,1,0.7701099442458382,1190.0,58.08,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,53.90769609720868
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,106.05357142857144,0,0,0.3915216779204964,4473.099999999999,43.1,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,42.71501506112616
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,22.65,1,1,0.7784441927156999,45.3,54.65,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,35.2635219300212
Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,25.2,1,1,0.5472114739896227,59.7,38.51,Low,Customer currently has low churn risk.,Regular Promotional Email,16.33426249859024
Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,74.50333333333333,0,1,0.6597505815339136,1070.3,49.94,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,50.4379319582677
Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,60.083333333333336,1,1,0.8375027539281115,190.2,59.29,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,79.64651189856339
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,9.9,1,0,0.4215537714167707,19.8,29.58,Low,Customer currently has low churn risk.,Regular Promotional Email,8.34676467405206
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,66.43214285714285,0,1,0.5456472598054083,946.4,41.52,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,39.72312051383372
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,15.735714285714286,0,0,0.3504663700123675,113.7,24.93,Low,Customer currently has low churn risk.,Regular Promotional Email,6.641337711734364
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,66.72,1,1,0.7347354217286515,306.6,52.51,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,56.31747007550114
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,77.50833333333334,1,1,0.7759579882943721,495.75,56.06,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,76.936234539387
Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,104.3375,0,1,0.6660788855303857,1526.25,51.98,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,67.77352660271674
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,73.85625,0,0,0.3193178819531059,3546.15,34.79,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,24.092534193361843
Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,56.00555555555556,0,0,0.4628431399650332,512.8,34.2,Low,Customer currently has low churn risk.,Regular Promotional Email,29.668245271758625
Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,24.45555555555556,0,1,0.5947258323695166,436.05,43.16,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,15.2547176002781
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,71.971875,0,0,0.4362819857689649,1126.5,34.49,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,32.76477713124926
Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,91.67962962962964,0,0,0.3448790441144774,2492.1,32.89,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,33.05665637837266
Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,52.052083333333336,0,0,0.4204521292428421,1251.2,33.82,Low,Customer currently has low churn risk.,Regular Promotional Email,22.87259583081061
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,63.55,0,1,0.749758601714507,291.0,53.5,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,54.544938274730384
Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,17.834999999999997,0,0,0.0819310157098545,575.6500000000001,7.75,Low,Customer currently has low churn risk.,Regular Promotional Email,1.626330661840612
